system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

All-perovskite tandem solar cells hold the promise of surpassing the efficiency limits of single-junction solar cells  [1] [2] [3]  ; however, until now, the best-performing all-perovskite tandem solar cells have exhibited lower certified efficiency than have single-junction perovskite solar cells  4, 5  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

A thick mixed Pb-Sn narrow-bandgap subcell is needed to achieve high photocurrent density in tandem solar cells 6 , yet this is challenging owing to the short carrier diffusion length within Pb-Sn perovskites"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Here we develop ammonium-cation-passivated Pb-Sn perovskites with long diffusion lengths, enabling subcells that have an absorber thickness of approximately 1.2 μm"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of Passivating?

All-perovskite tandem solar cells with improved grain surface passivation
A thick mixed Pb-Sn narrow-bandgap subcell is needed to achieve high photocurrent density in tandem solar cells 6 , yet this is challenging owing to the short carrier diffusion length within Pb-Sn perovskitesHere we develop ammonium-cation-passivated Pb-Sn perovskites with long diffusion lengths, enabling subcells that have an absorber thickness of approximately 1.2 μm"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of Passivating in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
A thick mixed Pb-Sn narrow-bandgap subcell is needed to achieve high photocurrent density in tandem solar cells 6 , yet this is challenging owing to the short carrier diffusion length within Pb-Sn perovskitesHere we develop ammonium-cation-passivated Pb-Sn perovskites with long diffusion lengths, enabling subcells that have an absorber thickness of approximately 1.2 μm"
assistant,"| Material               | Value | Unit |  
|------------------------|-------|------|  
| Ammonium-cation-passivated Pb-Sn perovskites | None  | None |"
tab,"Ammonium-cation-passivated Pb-Sn perovskites,None,None"
user,"There is a possibility that the data you extracted is incorrect. Answer ""Yes"" or ""No"" only. Be very strict. Is ""Ammonium-cation-passivated Pb-Sn perovskites"" the first compound for which the value of Passivating is given in the following text? Make sure it is a real compound.

All-perovskite tandem solar cells with improved grain surface passivation
A thick mixed Pb-Sn narrow-bandgap subcell is needed to achieve high photocurrent density in tandem solar cells 6 , yet this is challenging owing to the short carrier diffusion length within Pb-Sn perovskitesHere we develop ammonium-cation-passivated Pb-Sn perovskites with long diffusion lengths, enabling subcells that have an absorber thickness of approximately 1.2 μm"
assistant,Yes
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Molecular dynamics simulations indicate that widely used phenethylammonium cations are only partially adsorbed on the surface defective sites at perovskite crystallization temperatures"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

The passivator adsorption is predicted to be enhanced using 4-trifluoromethyl-phenylammonium (CF3-PA), which exhibits a stronger perovskite surface-passivator interaction than does phenethylammonium"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

By adding a small amount of CF3-PA into the precursor solution, we increase the carrier diffusion length within Pb-Sn perovskites twofold, to over 5 μm, and increase the efficiency of Pb-Sn perovskite solar cells to over 22%"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

We report a certified efficiency of 26.4% in all-perovskite tandem solar cells, which exceeds that of the best-performing single-junction perovskite solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Encapsulated tandem devices retain more than 90% of their initial performance after 600 h of operation at the maximum power point under 1 Sun illumination in ambient conditions."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Metal-halide perovskites are emerging photovoltaic (PV) materials that are suitable for tandem solar cell applications: their bandgaps can be tuned from approximately 1.2 eV to 3.0 eV through compositional engineering  2  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

An all-perovskite tandem solar cell is constructed by stacking a mixed bromide/iodide wide-bandgap (WBG, approximately 1.8 eV) perovskite front cell and a mixed lead-tin (Pb-Sn) narrow-bandgap (NBG, approximately 1.2 eV) perovskite back cell  4, 7  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

All-perovskite tandem solar cells unite low-cost solution processing with the prospect of high efficiency  8  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Despite this promise, the certified power conversion efficiency (PCE) of all-perovskite tandem solar cells has yet to surpass that of single-junction perovskite solar cells (PSCs) (which have a highest certified PCE of 25.5%)  9  , a limitation that is dominated by the low photocurrent density (below 16 mA cm -2 ) seen in all-perovskite tandem solar cells to date  4, [10] [11] [12] [13]  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Considering the current-matching condition, high photocurrent densities will require a Pb-Sn perovskite active layer more than 1 μm thick in the bottom subcell (Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

 1 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

However, efficient (>20%) Pb-Sn PSCs have so far only been demonstrated using an active-layer thickness of less than 1 μm (refs"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

 6, 10, 11, [13] [14] [15]  )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

We reason that this is due to the short carrier diffusion length of polycrystalline Pb-Sn perovskite thin films: the carrier diffusion length should be several times the absorber thickness to ensure sufficient charge transport and good PV performance in PSCs  16, 17  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  "
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of Passivating?

All-perovskite tandem solar cells with improved grain surface passivation
We reason that this is due to the short carrier diffusion length of polycrystalline Pb-Sn perovskite thin films: the carrier diffusion length should be several times the absorber thickness to ensure sufficient charge transport and good PV performance in PSCs  16, 17  Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  "
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of Passivating in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
We reason that this is due to the short carrier diffusion length of polycrystalline Pb-Sn perovskite thin films: the carrier diffusion length should be several times the absorber thickness to ensure sufficient charge transport and good PV performance in PSCs  16, 17  Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  "
assistant,None
tab,"None,None,None"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of Passivating?

Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of Passivating?

All-perovskite tandem solar cells with improved grain surface passivation
Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of Passivating in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,"| Material            | Value | Unit |  
|---------------------|-------|------|  
| Two-dimensional (2D) perovskites | None  | None |  
| Lewis bases/acids    | None  | None |  
| Zwitterions          | None  | None |  

The text does not provide specific numerical values or units for the passivating materials mentioned."
tab,"Two-dimensional (2D) perovskites,None,None"
user,"There is a possibility that the data you extracted is incorrect. Answer ""Yes"" or ""No"" only. Be very strict. Is ""Two-dimensional (2D) perovskites"" the first compound for which the value of Passivating is given in the following text? Make sure it is a real compound.

All-perovskite tandem solar cells with improved grain surface passivation
Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,Yes
tab,"Lewis bases/acids,None,None"
user,"There is a possibility that the data you extracted is incorrect. Answer ""Yes"" or ""No"" only. Be very strict. Is ""Lewis bases/acids"" the second compound for which the value of Passivating is given in the following text? Make sure it is a real compound.

All-perovskite tandem solar cells with improved grain surface passivation
Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,Yes
tab,"Zwitterions,None,None"
user,"There is a possibility that the data you extracted is incorrect. Answer ""Yes"" or ""No"" only. Be very strict. Is ""Zwitterions"" the third compound for which the value of Passivating is given in the following text? Make sure it is a real compound.

All-perovskite tandem solar cells with improved grain surface passivation
Grain surface passivation is a promising route to increase the carrier diffusion length of perovskite films  13, 18  , given that grain surfaces (film surface and grain boundaries) exhibit a trap density one to several orders of magnitude higher than that within the grain  [19] [20] [21] [22]  Two-dimensional (2D) perovskites, Lewis bases/acids  23  and zwitterions  10  have been used for the passivation of Pb-Sn perovskites, all of which are approaches that address deep traps and reduce Sn 2+ oxidation  [24] [25] [26]  "
assistant,Yes
